Date,Open,High,Low,Close,Adj Close,Volume
2021-03-28,16.479424,19.386005,16.345009,18.016233,18.016233,426120062
2021-03-29,18.083303,18.987843,17.700363,18.854809,18.854809,216748601
2021-03-30,18.891403,20.869474,18.891403,19.233925,19.233925,264028427
2021-03-31,19.101685,19.795801,18.156256,19.465229,19.465229,206011018
2021-04-01,19.415682,20.361540,18.844246,19.084902,19.084902,173731886
2021-04-02,19.084631,19.824574,18.568419,19.810223,19.810223,131061660
2021-04-03,19.796452,23.827188,19.789450,22.552277,22.552277,483057740
2021-04-04,22.527370,25.569532,22.212969,24.061323,24.061323,426557980
2021-04-05,23.928839,24.777637,22.806452,22.984283,22.984283,264085329
2021-04-06,22.977840,25.346525,21.876614,24.957146,24.957146,320886935
2021-04-07,25.145559,27.487616,23.089359,26.478081,26.478081,676846221
2021-04-08,26.514593,27.970011,25.724936,27.033987,27.033987,377988327
2021-04-09,26.985804,29.014734,26.903826,27.778275,27.778275,282477938
2021-04-10,27.649712,28.257971,25.963226,26.841404,26.841404,270235258
2021-04-11,26.808050,28.687227,25.578320,27.931890,27.931890,232938762
2021-04-12,27.918367,29.862303,26.842743,28.512123,28.512123,308804546
2021-04-13,28.541012,28.797941,26.417603,27.435553,27.435553,258183912
2021-04-14,27.400005,27.482693,24.792021,26.475111,26.475111,342565805
2021-04-15,26.436844,28.249399,25.539415,27.818314,27.818314,221346739
2021-04-16,27.820324,28.226879,24.972918,25.397366,25.397366,240665351
2021-04-17,25.369205,26.819767,25.099874,25.099874,25.099874,201720376
2021-04-18,25.135502,32.902569,21.539209,32.302917,32.302917,1155150688
2021-04-19,32.339523,36.080257,29.925907,31.675896,31.675896,1219130981
2021-04-20,31.476290,32.697220,28.932571,31.770054,31.770054,793008154
2021-04-21,31.681538,35.004303,30.167492,32.513042,32.513042,729130141
2021-04-22,32.683430,40.971863,31.600691,38.879761,38.879761,1638622971
2021-04-23,38.899181,41.463261,31.664270,36.978420,36.978420,1612232268
2021-04-24,37.257496,43.532223,34.683292,40.737316,40.737316,1101380795
2021-04-25,40.845470,48.434265,40.512016,47.367626,47.367626,1583800800
2021-04-26,47.541855,48.310783,43.371727,43.976517,43.976517,1357487872
2021-04-27,43.893570,46.548611,42.557327,43.239002,43.239002,904891996
2021-04-28,43.161442,46.916565,40.672073,44.825985,44.825985,1021154320
2021-04-29,44.849949,46.071491,40.950985,42.460541,42.460541,772259307
2021-04-30,42.500046,44.270153,41.243504,42.956001,42.956001,534976437
2021-05-01,42.893337,49.844578,42.030865,49.508022,49.508022,859524423
2021-05-02,49.500805,49.896671,45.981823,46.890987,46.890987,571072187
2021-05-03,46.903976,49.009453,45.044476,45.933689,45.933689,609194252
2021-05-04,45.983360,47.757156,42.313103,42.729557,42.729557,682976428
2021-05-05,42.637238,45.927792,42.315735,44.923576,44.923576,503781975
2021-05-06,44.974052,44.974052,42.591583,43.455677,43.455677,391497018
2021-05-07,43.502655,46.059563,41.438374,43.155018,43.155018,514344601
2021-05-08,43.152065,46.639027,42.298019,45.561531,45.561531,451056655
2021-05-09,45.617630,47.121216,43.296944,44.330196,44.330196,510603312
2021-05-10,44.342094,45.877502,39.558849,42.909634,42.909634,499528076
2021-05-11,42.872272,45.151203,39.762970,44.577469,44.577469,473731333
2021-05-12,44.591526,48.979034,42.457310,42.457310,42.457310,1151668076
2021-05-13,43.235085,45.417099,37.526894,40.997852,40.997852,1016860656
2021-05-14,41.034519,44.791435,39.986053,42.717865,42.717865,504167711
2021-05-15,42.699947,45.391788,39.374607,43.461308,43.461308,500445722
2021-05-16,43.401691,52.501350,41.915497,47.200829,47.200829,1990976771
2021-05-17,46.898022,51.876030,43.302917,46.863205,46.863205,1951921366
2021-05-18,46.660419,58.302925,46.187557,55.910961,55.910961,2025388219
2021-05-19,56.089256,57.525772,29.429859,35.107182,35.107182,2772224999
2021-05-20,35.043045,51.258450,32.318142,44.742748,44.742748,2487748626
2021-05-21,44.447254,47.645592,33.837395,38.812851,38.812851,1769762028
2021-05-22,38.988380,40.009579,31.254862,31.315582,31.315582,1078751751
2021-05-23,31.225767,32.436268,19.139839,24.688747,24.688747,1925832341
2021-05-24,24.498320,32.094452,24.498320,31.283571,31.283571,1346786023
2021-05-25,31.396347,33.130127,26.100075,29.997078,29.997078,909470305
2021-05-26,30.047991,37.237637,29.008554,35.539818,35.539818,1069991365
2021-05-27,35.482449,35.527050,31.127129,33.584591,33.584591,649389058
2021-05-28,33.675526,34.502506,28.067144,29.039276,29.039276,600255582
2021-05-29,29.003130,30.022339,25.750940,27.376421,27.376421,376859866
2021-05-30,27.408316,29.749254,25.650293,28.602659,28.602659,359661704
2021-05-31,28.604240,32.983589,27.524746,32.816246,32.816246,534826504
2021-06-01,32.770885,33.289917,29.880173,30.985260,30.985260,432053117
2021-06-02,30.935238,35.038155,30.432858,33.956318,33.956318,497567418
2021-06-03,34.018715,41.145378,33.792233,39.470905,39.470905,960056106
2021-06-04,39.581303,39.609863,34.310902,37.415070,37.415070,1056279506
2021-06-05,37.417377,42.822674,37.099110,39.585400,39.585400,1112426664
2021-06-06,39.749126,43.377193,38.963997,42.308376,42.308376,794387364
2021-06-07,42.253677,44.100559,38.090839,38.262333,38.262333,923157614
2021-06-08,38.251270,42.478291,33.685459,41.517815,41.517815,1786996802
2021-06-09,41.279793,43.997566,39.368633,42.031776,42.031776,1218831041
2021-06-10,42.024036,43.004910,39.596783,41.098675,41.098675,595246689
2021-06-11,41.110153,41.312485,35.311172,36.046085,36.046085,518666603
2021-06-12,36.164352,37.614223,34.318157,36.441689,36.441689,549070417
2021-06-13,36.514709,39.359974,34.782990,38.770435,38.770435,452988674
2021-06-14,38.704521,40.476521,36.814133,38.713055,38.713055,477871463
2021-06-15,40.535839,41.758675,39.435814,41.153648,41.153648,605285143
2021-06-16,39.545349,41.496307,37.503498,39.703617,39.703617,576016902
2021-06-17,39.689270,41.237431,38.286083,39.264591,39.264591,417775600
2021-06-18,39.266785,39.427128,35.004017,36.648796,36.648796,424163369
2021-06-19,36.819107,37.354588,34.981606,35.353436,35.353436,264640750
2021-06-20,35.237026,35.928387,31.362095,35.322014,35.322014,452587531
2021-06-21,35.261436,35.497616,25.949080,26.657400,26.657400,760344541
2021-06-22,26.592831,28.712969,20.380444,26.771856,26.771856,1258580061
2021-06-23,26.912943,32.772961,25.696486,30.048887,30.048887,1111302687
2021-06-24,30.846079,32.991310,28.548386,31.181034,31.181034,641150364
2021-06-25,31.168531,32.902515,28.035080,28.698862,28.698862,632052177
2021-06-26,28.607899,30.007036,26.710814,29.712854,29.712854,560342710
2021-06-27,29.752640,31.929392,29.271196,31.929392,31.929392,497353288
2021-06-28,31.880831,34.243225,31.035128,32.927780,32.927780,473612135
2021-06-29,33.009785,35.788578,32.726685,33.866802,33.866802,471854279
2021-06-30,33.962971,35.954723,31.601351,35.556404,35.556404,570984168
2021-07-01,35.505653,35.538193,32.386272,33.404034,33.404034,474665321
2021-07-02,33.306309,34.031788,31.479923,34.020481,34.020481,440298780
2021-07-03,34.015575,35.404770,33.298473,34.478817,34.478817,327019964
2021-07-04,34.495117,35.502373,33.555737,34.310600,34.310600,303420520
2021-07-05,34.282551,34.461823,32.482693,32.984589,32.984589,313839322
2021-07-06,32.930305,34.978317,32.930305,34.269138,34.269138,365336040
2021-07-07,34.232807,38.011703,33.842030,36.591370,36.591370,519252659
2021-07-08,36.719719,36.915283,32.802273,33.203728,33.203728,498201257
2021-07-09,33.134331,34.387947,31.991049,33.264648,33.264648,327170629
2021-07-10,33.318439,34.140488,31.186785,31.788645,31.788645,296566657
2021-07-11,31.693039,32.536335,31.411757,32.177841,32.177841,211679810
2021-07-12,32.173389,32.644054,30.074202,30.848087,30.848087,221058993
2021-07-13,30.786404,31.093704,28.918608,29.121189,29.121189,197825362
2021-07-14,29.142693,31.435339,27.515703,31.281000,31.281000,331866434
2021-07-15,31.360701,31.483404,28.008404,28.452101,28.452101,329918376
2021-07-16,28.549067,29.442204,26.228809,26.370008,26.370008,374718328
2021-07-17,26.254124,27.696987,26.040670,26.721668,26.721668,289689475
2021-07-18,26.784170,27.733564,26.360977,26.751909,26.751909,230336396
2021-07-19,26.671240,26.721746,24.012245,24.447577,24.447577,361915410
2021-07-20,24.510302,24.975603,22.177542,23.489555,23.489555,413439963
2021-07-21,23.443457,27.416498,22.865370,26.623079,26.623079,555770206
2021-07-22,26.665323,28.135990,25.952209,27.702082,27.702082,364666998
2021-07-23,27.706509,28.690611,26.425711,28.513880,28.513880,407955237
2021-07-24,28.517900,29.507799,28.068638,28.702620,28.702620,353750758
2021-07-25,28.649401,28.872978,26.528553,28.168774,28.168774,309208018
2021-07-26,28.227026,31.054016,27.903797,28.306643,28.306643,743673802
2021-07-27,28.210499,28.952671,27.005430,28.065327,28.065327,375599550
2021-07-28,28.145641,28.746954,27.412333,27.815411,27.815411,315682626
2021-07-29,27.877975,31.886148,27.372438,31.281137,31.281137,448009571
2021-07-30,31.275415,33.055126,30.067673,32.393944,32.393944,617830199
2021-07-31,32.353287,36.868259,31.683220,36.827312,36.827312,587168181
2021-08-01,36.679127,36.719913,33.283005,34.254360,34.254360,490639931
2021-08-02,34.190563,35.912395,33.060654,33.222420,33.222420,407399691
2021-08-03,33.191425,35.833092,32.402660,33.996441,33.996441,474629269
2021-08-04,34.108356,36.652477,33.273182,35.763626,35.763626,413657602
2021-08-05,35.771976,38.208866,35.533855,37.355137,37.355137,595137193
2021-08-06,37.355358,40.388084,35.688293,39.446102,39.446102,589190671
2021-08-07,39.492302,40.505878,37.626602,39.403473,39.403473,534979916
2021-08-08,39.465904,39.533291,36.935577,37.673824,37.673824,358570315
2021-08-09,37.660496,40.004841,36.481171,38.767784,38.767784,377034585
2021-08-10,38.678810,41.660908,38.223171,40.639797,40.639797,452480699
2021-08-11,40.648941,43.739140,40.628239,41.744114,41.744114,507980107
2021-08-12,41.704514,43.401909,39.381557,41.099361,41.099361,527833804
2021-08-13,41.114368,44.900524,40.721619,44.894501,44.894501,541894525
2021-08-14,44.851425,44.871239,42.937660,44.112850,44.112850,363834257
2021-08-15,44.149956,54.629551,43.450008,53.745159,53.745159,1448656564
2021-08-16,53.541149,68.822372,52.465851,62.432465,62.432465,3799339365
2021-08-17,62.115330,74.889259,58.981335,64.210709,64.210709,4043742154
2021-08-18,64.168350,80.119904,60.269714,72.543312,72.543312,4507409622
2021-08-19,72.838562,75.092422,68.610497,72.757607,72.757607,2467398203
2021-08-20,72.748901,79.990005,70.937286,78.724617,78.724617,1844455899
2021-08-21,78.698929,81.813774,72.696930,73.756210,73.756210,1513097171
2021-08-22,73.868340,77.481155,71.553947,72.803917,72.803917,968933849
2021-08-23,72.769409,76.705330,71.680748,75.708038,75.708038,1372134245
2021-08-24,75.780174,79.370949,68.619789,70.670906,70.670906,2153611667
2021-08-25,70.679962,72.702866,66.222763,71.951569,71.951569,1551240766
2021-08-26,71.973434,78.055206,66.264557,75.316208,75.316208,2713050538
2021-08-27,74.811783,88.854279,72.715126,88.086983,88.086983,3263988286
2021-08-28,88.000015,97.842949,85.790642,96.703171,96.703171,2580080503
2021-08-29,96.563972,97.777878,90.993622,94.469673,94.469673,1830344091
2021-08-30,94.344872,116.850227,94.037720,110.544807,110.544807,5274104165
2021-08-31,109.756149,130.014618,103.351303,108.483772,108.483772,7590894022
2021-09-01,107.444481,119.530113,106.270821,111.033005,111.033005,3974443896
2021-09-02,110.731239,131.961884,109.652618,128.102386,128.102386,5074399603
2021-09-03,128.389084,148.834183,128.389084,146.583054,146.583054,7526373837
2021-09-04,146.418411,150.428558,136.449554,139.113068,139.113068,3970422964
2021-09-05,138.990143,144.997864,135.079971,142.070877,142.070877,2996918105
2021-09-06,142.062820,165.878738,138.038208,164.380920,164.380920,5774090688
2021-09-07,164.183685,194.819702,133.100250,173.148926,173.148926,17068643416
2021-09-08,173.278564,197.989014,147.991180,191.041397,191.041397,13187213606
2021-09-09,209.470795,214.957184,181.445877,188.195801,188.195801,12676272744
2021-09-10,187.612808,196.945190,168.690826,179.865234,179.865234,7087524572
2021-09-11,179.366226,193.405609,175.565414,178.867874,178.867874,5367389010
2021-09-12,179.230164,181.568253,170.584595,174.537628,174.537628,3012633094
2021-09-13,174.418457,174.931870,150.974411,169.269547,169.269547,6437530449
2021-09-14,169.774521,171.301163,143.553116,158.094818,158.094818,5799758794
2021-09-15,158.415436,166.175293,154.239548,159.117386,159.117386,3908939772
2021-09-16,158.807281,163.122833,147.653275,152.474060,152.474060,3215168472
2021-09-17,152.351440,153.444931,135.245224,147.593063,147.593063,4675731485
2021-09-18,147.448761,171.142776,144.392258,169.184219,169.184219,5415012910
2021-09-19,169.226334,170.652115,151.250977,152.516693,152.516693,3350530308
2021-09-20,152.794479,153.387665,131.261032,132.134460,132.134460,5623667250
2021-09-21,132.762314,144.468445,116.343201,123.950394,123.950394,5243953819
2021-09-22,124.177452,150.941513,122.349159,147.924255,147.924255,4952222859
2021-09-23,148.055161,152.364990,143.201263,149.753571,149.753571,3389212044
2021-09-24,149.935471,151.201904,128.801315,139.395645,139.395645,3852350632
2021-09-25,139.296555,144.072556,134.107758,136.178925,136.178925,2037106949
2021-09-26,136.216156,140.781784,125.115425,135.699371,135.699371,2674182809
2021-09-27,135.931366,148.497833,133.984283,136.728424,136.728424,2867246888
2021-09-28,136.508911,139.294357,128.244827,131.537216,131.537216,2422542861
2021-09-29,132.338531,140.038177,131.233688,135.351456,135.351456,2428105040
2021-09-30,135.412903,142.853165,134.313263,141.069046,141.069046,2244376110
2021-10-01,141.382919,164.737549,138.436935,161.682373,161.682373,4387488320
2021-10-02,161.594391,174.900696,156.322342,169.093018,169.093018,3471658582
2021-10-03,169.113708,176.970337,166.070007,172.589157,172.589157,3149579954
2021-10-04,172.961624,172.961624,162.773331,166.731918,166.731918,3109040100
2021-10-05,166.994965,169.979370,160.593155,164.115829,164.115829,2541087419
2021-10-06,164.605194,165.361984,150.768372,154.107742,154.107742,3259712887
2021-10-07,153.961151,161.362991,150.542038,154.281189,154.281189,2579187256
2021-10-08,154.256546,168.846375,152.755768,158.949203,158.949203,2781848650
2021-10-09,158.704697,161.407318,154.869797,156.825836,156.825836,1522023824
2021-10-10,156.751923,158.361572,146.898239,148.048706,148.048706,1556965341
2021-10-11,147.800446,153.921143,140.363968,144.858139,144.858139,1851795187
2021-10-12,145.007660,153.263977,137.811569,152.737122,152.737122,2853992440
2021-10-13,152.523926,155.347992,144.407867,148.176041,148.176041,2105226551
2021-10-14,148.017273,155.329742,147.330933,149.756805,149.756805,1948101208
2021-10-15,150.046600,165.122208,146.984833,162.596207,162.596207,3970589003
2021-10-16,163.007034,164.713715,156.737564,157.538818,157.538818,1531502795
2021-10-17,157.463562,167.425995,154.090347,159.743805,159.743805,2168838138
2021-10-18,159.997482,162.856277,155.030228,157.231277,157.231277,1698878759
2021-10-19,157.210205,159.405869,153.221008,156.017029,156.017029,1400902548
2021-10-20,155.883392,176.440674,155.199844,175.946869,175.946869,3315306825
2021-10-21,176.765549,193.599152,176.765549,190.318436,190.318436,6865815461
2021-10-22,190.454895,214.044449,188.273621,196.431534,196.431534,7486821306
2021-10-23,196.300476,205.669876,192.562759,197.703857,197.703857,3253670286
2021-10-24,197.973114,204.719101,185.572433,202.361984,202.361984,3413057378
2021-10-25,202.316483,218.731888,198.202438,210.104294,210.104294,4837376169
2021-10-26,209.531647,213.982864,197.486649,199.807251,199.807251,3194205752
2021-10-27,199.874481,205.404739,178.730865,183.774597,183.774597,4552692842
2021-10-28,184.515701,201.045364,182.217529,194.863983,194.863983,3463958628
2021-10-29,194.906433,204.896606,194.906433,200.182755,200.182755,2468703579
2021-10-30,200.225723,200.386230,187.816574,195.416061,195.416061,1732207667
2021-10-31,195.773773,205.163376,186.062988,202.421021,202.421021,2577364486
2021-11-01,202.629211,211.360840,198.238968,203.545090,203.545090,3157612663
2021-11-02,203.517914,222.233032,201.180389,220.239594,220.239594,3020087232
2021-11-03,221.076752,246.321533,216.196198,242.898819,242.898819,6024951132
2021-11-04,243.097809,250.466339,235.150879,247.387772,247.387772,4440296290
2021-11-05,247.270935,248.383911,231.160812,236.474335,236.474335,2752870913
2021-11-06,236.492752,260.062103,235.289963,258.934326,258.934326,3869779683
2021-11-07,258.781555,258.850098,246.122421,249.823486,249.823486,2624869522
2021-11-08,249.979263,253.254181,241.140137,248.467178,248.467178,3344410176
2021-11-09,248.356842,253.179825,237.895294,239.213135,239.213135,2819309492
2021-11-10,239.133743,247.947037,218.388550,233.779526,233.779526,3873202098
2021-11-11,233.913986,246.447189,229.748520,234.240753,234.240753,2693456862
2021-11-12,233.721268,238.695679,221.252945,228.502090,228.502090,3022054714
2021-11-13,228.596252,241.825027,225.075928,241.825027,241.825027,2322796265
2021-11-14,241.862106,242.044891,230.689407,238.425522,238.425522,1705211600
2021-11-15,238.731400,245.976105,235.099106,237.553604,237.553604,2414551003
2021-11-16,238.497147,238.497147,215.442093,219.239029,219.239029,3557977024
2021-11-17,219.295639,222.028839,210.026947,218.715240,218.715240,2982505239
2021-11-18,218.875580,222.876938,187.673126,195.487411,195.487411,3911214658
2021-11-19,195.066284,219.367065,189.750168,215.280014,215.280014,3431624914
2021-11-20,215.406906,221.445343,206.285873,218.015274,218.015274,2003638941
2021-11-21,217.784027,235.230911,210.809738,231.282623,231.282623,2636480460
2021-11-22,230.989639,231.904816,212.030090,215.737274,215.737274,3254258844
2021-11-23,215.842957,226.061737,211.312225,221.836899,221.836899,2328763768
2021-11-24,221.860611,222.459274,200.502609,214.921539,214.921539,2293934142
2021-11-25,205.886169,216.400513,202.323410,206.252991,206.252991,2586718627
2021-11-26,210.048279,210.504578,184.328278,191.511749,191.511749,3380122748
2021-11-27,192.283569,199.364990,191.040543,193.102158,193.102158,1443178833
2021-11-28,193.275604,201.628708,182.372452,200.676651,200.676651,2033215941
2021-11-29,200.821274,212.445801,199.954300,204.319366,204.319366,2110532147
2021-11-30,204.232941,218.339386,200.084335,208.670990,208.670990,2888387657
2021-12-01,208.393158,232.386215,208.152267,229.799240,229.799240,3532771294
2021-12-02,229.854706,243.111664,220.387177,233.993042,233.993042,4074103518
2021-12-03,233.601898,239.122101,207.329773,211.224396,211.224396,4061060881
2021-12-04,212.112381,212.807541,171.553574,201.124832,201.124832,5949505665
2021-12-05,200.780609,204.617477,182.016815,196.168259,196.168259,3402591975
2021-12-06,196.547485,197.663025,176.888062,194.199219,194.199219,3693853028
2021-12-07,194.276596,204.118500,188.280807,190.596909,190.596909,2556849839
2021-12-08,190.505005,196.374115,184.132706,194.621704,194.621704,2277446203
2021-12-09,194.483292,196.689743,178.792145,181.178085,181.178085,1968182104
2021-12-10,181.467560,184.689423,167.954834,167.954834,167.954834,2118266396
2021-12-11,167.916626,173.898483,161.860001,171.949493,171.949493,1877844189
2021-12-12,171.948318,176.649414,167.861252,173.431671,173.431671,1196808540
2021-12-13,173.099930,173.099930,148.571823,155.213058,155.213058,2547597256
2021-12-14,155.141663,161.618271,150.117981,153.341446,153.341446,2604045117
2021-12-15,161.358902,182.513168,157.653214,178.340790,178.340790,3783787658
2021-12-16,178.591537,188.878708,174.450974,176.954666,176.954666,2766320569
2021-12-17,176.894974,182.393631,168.518738,175.503296,175.503296,2711688386
2021-12-18,175.656357,184.375183,171.196564,182.835129,182.835129,1690397976
2021-12-19,182.850906,189.262543,178.755020,180.098053,180.098053,1678714066
2021-12-20,179.977737,181.153259,168.683517,173.671783,173.671783,1982986558
2021-12-21,173.694397,182.417511,170.490631,180.092545,180.092545,1821107818
2021-12-22,179.858337,187.473434,177.427338,178.597122,178.597122,1889229699
2021-12-23,178.502762,193.276047,176.116455,190.036316,190.036316,2191634326
2021-12-24,190.102859,197.157715,185.019379,190.273193,190.273193,2286837232
2021-12-25,190.531601,195.149231,189.032227,193.120926,193.120926,1443209769
2021-12-26,192.920517,200.644196,190.823685,198.000732,198.000732,1971114647
2021-12-27,197.883408,204.578568,195.160797,195.429504,195.429504,1800094698
2021-12-28,195.621658,195.621658,177.040359,177.425629,177.425629,2826063568
2021-12-29,177.389038,180.590775,170.443420,170.657562,170.657562,2175731146
2021-12-30,170.764786,175.691162,168.398483,172.751190,172.751190,1540637869
2021-12-31,172.703842,177.357040,168.312073,170.299072,170.299072,1567918820
2022-01-01,170.310837,178.962250,170.195541,178.517944,178.517944,1084780603
2022-01-02,178.532410,179.432358,175.012314,176.382843,176.382843,995389409
2022-01-03,176.386307,176.386307,167.533981,170.297745,170.297745,1345778058
2022-01-04,170.286118,173.735107,166.740128,167.938904,167.938904,1499265336
2022-01-05,167.940338,171.110458,148.216110,155.099731,155.099731,2123759721
2022-01-06,155.105927,155.105927,146.667664,150.431351,150.431351,2097172620
2022-01-07,150.413406,150.520950,135.149994,136.402817,136.402817,2926269672
2022-01-08,136.400162,147.837311,134.021011,142.513458,142.513458,2730000333
2022-01-09,142.543121,145.440414,138.394104,140.839005,140.839005,1599123912
2022-01-10,140.833633,143.563370,130.796997,135.954941,135.954941,2040883379
2022-01-11,135.940903,143.299042,134.133972,140.183853,140.183853,1554197314
2022-01-12,140.203751,152.936478,138.546265,151.703110,151.703110,2242337550
2022-01-13,151.690598,157.543732,146.010040,146.010040,146.010040,2177023564
2022-01-14,146.025909,150.469482,142.390686,146.159027,146.159027,1822320951
2022-01-15,146.180023,149.350189,144.419144,147.801178,147.801178,1123271784
2022-01-16,147.786606,151.772339,146.401779,147.856522,147.856522,1172854751
2022-01-17,147.876785,148.205872,137.500031,139.926010,139.926010,1487772250
